,COBERTURA,ID_ENTIDAD,ID_MUNICIPIO,ANIO,MES,ID_HORA,ID_MINUTO,ID_DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,ID_EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,NEMUERTO,NEHERIDO,CLASACC,ESTATUS,CITY_STATE,Lat_Lon
241616,Municipal,Yucatan,Buctzotz,1997,12,21,0,18,Jueves,Sin accidente en esta zona,Accidente en carretera estatal,Volcadura,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,18,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Buctzotz, Yucatan","(21.2127744, -88.6461859243543)"
241617,Municipal,Yucatan,Cansahcab,1997,1,18,15,28,Martes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con peatón (atropellamiento),2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras definitivas,"Cansahcab, Yucatan","(21.1676008, -89.0659609112126)"
241618,Municipal,Yucatan,Cansahcab,1997,5,12,0,4,Domingo,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Cansahcab, Yucatan","(21.1676008, -89.0659609112126)"
241619,Municipal,Yucatan,Cansahcab,1997,9,13,0,6,Sábado,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Mala condición del camino,Pavimentada,Hombre,Se ignora,Se ignora,18,0,1,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras definitivas,"Cansahcab, Yucatan","(21.1676008, -89.0659609112126)"
241620,Municipal,Yucatan,Cansahcab,1997,11,21,10,14,Viernes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con objeto fijo,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,18,1,0,2,0,0,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Cansahcab, Yucatan","(21.1676008, -89.0659609112126)"
241621,Municipal,Yucatan,Cansahcab,1997,12,21,0,15,Lunes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,0,0,1,0,0,0,0,0,0,0,0,0,Otra,Pavimentada,Hombre,No,Se ignora,18,0,0,0,0,0,0,1,0,0,0,0,0,Fatal,Cifras definitivas,"Cansahcab, Yucatan","(21.1676008, -89.0659609112126)"
241622,Municipal,Yucatan,Cantamayec,1997,12,18,0,14,Domingo,Sin accidente en esta zona,Accidente en carretera estatal,Volcadura,2,0,0,0,0,0,0,0,0,0,0,0,0,Falla del vehículo,Pavimentada,Hombre,No,Se ignora,25,1,0,0,1,0,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Cantamayec, Yucatan","(20.41310135, -89.0571222717892)"
241623,Municipal,Yucatan,Cantamayec,1997,12,22,0,28,Domingo,Sin accidente en esta zona,Accidente en carretera estatal,Salida del camino,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,30,0,1,1,0,0,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Cantamayec, Yucatan","(20.41310135, -89.0571222717892)"
241624,Municipal,Yucatan,Cenotillo,1997,8,7,30,25,Lunes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,18,0,0,0,0,0,0,0,0,0,2,0,0,No fatal,Cifras definitivas,"Cenotillo, Yucatan","(21.0307148, -88.5952294048604)"
241625,Municipal,Yucatan,Cenotillo,1997,9,12,30,11,Viernes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con peatón (atropellamiento),1,0,0,1,0,0,0,0,0,0,0,1,0,Conductor,Pavimentada,Hombre,No,Se ignora,18,0,0,0,0,0,1,1,0,0,0,0,0,Fatal,Cifras definitivas,"Cenotillo, Yucatan","(21.0307148, -88.5952294048604)"
241626,Municipal,Yucatan,Conkal,1997,9,20,30,5,Viernes,Accidente en no intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,36,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Conkal, Yucatan","(21.0750611, -89.5291213705516)"
241627,Municipal,Yucatan,Conkal,1997,11,10,3,29,Sábado,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con peatón (atropellamiento),2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras definitivas,"Conkal, Yucatan","(21.0750611, -89.5291213705516)"
241628,Municipal,Yucatan,Cuncunul,1997,8,22,0,16,Domingo,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con peatón (atropellamiento),2,0,0,0,0,0,0,0,0,0,0,0,0,Mala condición del camino,No Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,1,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Cuncunul, Yucatan","(20.621807, -88.3262027669335)"
241629,Municipal,Yucatan,Cuzama,1997,5,19,0,20,Martes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con peatón (atropellamiento),1,1,0,0,0,0,0,0,0,0,0,0,0,Peatón o pasajero,Pavimentada,Hombre,No,Se ignora,32,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras definitivas,"Cuzama, Yucatan","(20.7130784, -89.3573565338373)"
241630,Municipal,Yucatan,Chemax,1997,4,21,0,26,Sábado,Sin accidente en esta zona,Accidentes en otro camino,Volcadura,2,0,0,0,0,0,0,0,0,0,0,0,0,Otra,Pavimentada,Hombre,No,Se ignora,18,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Chemax, Yucatan","(20.7320546, -87.8405123342981)"
241631,Municipal,Yucatan,Chemax,1997,6,1,50,15,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,1,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Chemax, Yucatan","(20.7320546, -87.8405123342981)"
241632,Municipal,Yucatan,Chemax,1997,6,4,35,12,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,2,0,0,0,0,0,0,0,0,0,0,1,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,18,0,0,0,1,0,0,1,0,0,0,0,0,Fatal,Cifras definitivas,"Chemax, Yucatan","(20.7320546, -87.8405123342981)"
241633,Municipal,Yucatan,Chemax,1997,9,17,25,13,Sábado,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Chemax, Yucatan","(20.7320546, -87.8405123342981)"
241634,Municipal,Yucatan,Chemax,1997,9,9,15,1,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,1,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Chemax, Yucatan","(20.7320546, -87.8405123342981)"
241635,Municipal,Yucatan,Chemax,1997,11,22,0,2,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Chemax, Yucatan","(20.7320546, -87.8405123342981)"
241636,Municipal,Yucatan,Chochola,1997,11,9,0,22,Lunes,Sin accidente en esta zona,Accidentes en otro camino,Volcadura,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla del vehículo,Pavimentada,Hombre,No,Se ignora,18,0,0,1,1,0,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Chochola, Yucatan","(20.72674895, -89.8563494192746)"
241637,Municipal,Yucatan,Chumayel,1997,3,20,0,1,Sábado,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,1,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras definitivas,"Chumayel, Yucatan","(20.4695274, -89.2780077168819)"
241638,Municipal,Yucatan,Chumayel,1997,12,16,0,18,Jueves,Sin accidente en esta zona,Accidente en carretera estatal,Salida del camino,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,28,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Chumayel, Yucatan","(20.4695274, -89.2780077168819)"
241639,Municipal,Yucatan,Dzan,1997,5,20,0,16,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,0,0,0,0,0,0,0,0,0,2,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,27,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Dzan, Yucatan","(20.3970845, -89.4705257702124)"
241640,Municipal,Yucatan,Dzemul,1997,3,17,0,22,Sábado,Accidente en no intersección,Sin accidente en esta zona,Colisión con objeto fijo,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Dzemul, Yucatan","(21.25172185, -89.3269488190973)"
241641,Municipal,Yucatan,Dzidzantun,1997,7,19,30,14,Lunes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,18,0,0,1,3,0,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Dzidzantun, Yucatan","(21.2891932, -89.0362854842481)"
241642,Municipal,Yucatan,Dzidzantun,1997,12,19,30,23,Martes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con vehículo automotor,1,0,0,0,0,0,0,0,0,0,0,0,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,1,0,0,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Dzidzantun, Yucatan","(21.2891932, -89.0362854842481)"
241643,Municipal,Yucatan,Dzitas,1997,2,18,0,6,Viernes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con peatón (atropellamiento),0,0,0,0,0,0,1,0,0,0,0,0,1,Conductor,Pavimentada,Hombre,Sí,Se ignora,32,0,0,0,0,0,1,1,0,0,0,0,0,Fatal,Cifras definitivas,"Dzitas, Yucatan","(20.8328098, -88.527855842936)"
241644,Municipal,Yucatan,Halacho,1997,1,7,0,27,Lunes,Accidente en intersección,Sin accidente en esta zona,Otro,0,1,0,0,0,0,0,0,0,0,0,0,1,Conductor,Pavimentada,Mujer,No,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Halacho, Yucatan","(20.5862753, -90.2832835570155)"
241645,Municipal,Yucatan,Hoctun,1997,2,14,10,5,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,18,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Hoctun, Yucatan","(20.8861458, -89.1832265469958)"
241646,Municipal,Yucatan,Homun,1997,4,20,0,20,Domingo,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,0,0,0,0,0,0,1,Conductor,Pavimentada,Hombre,Sí,Se ignora,38,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras definitivas,"Homun, Yucatan","(20.66457385, -89.2374548984068)"
241647,Municipal,Yucatan,Homun,1997,5,23,0,17,Sábado,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,25,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Homun, Yucatan","(20.66457385, -89.2374548984068)"
241648,Municipal,Yucatan,Hunucma,1997,1,18,50,26,Sábado,Sin accidente en esta zona,Accidentes en otro camino,Colisión con vehículo automotor,1,0,0,1,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,18,1,0,0,0,0,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241649,Municipal,Yucatan,Hunucma,1997,2,21,30,13,Jueves,Sin accidente en esta zona,Accidentes en otro camino,Volcadura,1,0,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241650,Municipal,Yucatan,Hunucma,1997,2,10,35,14,Viernes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con vehículo automotor,0,0,0,1,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241651,Municipal,Yucatan,Hunucma,1997,2,18,45,7,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,18,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241652,Municipal,Yucatan,Hunucma,1997,2,14,30,12,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,1,0,0,0,0,0,0,0,Fatal,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241653,Municipal,Yucatan,Hunucma,1997,2,18,20,18,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241654,Municipal,Yucatan,Hunucma,1997,3,18,15,15,Sábado,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,0,0,1,0,0,0,0,0,0,0,1,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241655,Municipal,Yucatan,Hunucma,1997,3,23,40,25,Miércoles,Accidente en intersección,Sin accidente en esta zona,Otro,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241656,Municipal,Yucatan,Hunucma,1997,3,19,0,24,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,0,0,0,0,0,0,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241657,Municipal,Yucatan,Hunucma,1997,3,18,25,10,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,1,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,18,0,0,0,1,0,0,0,1,0,0,0,0,No fatal,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241658,Municipal,Yucatan,Hunucma,1997,3,20,30,8,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241659,Municipal,Yucatan,Hunucma,1997,3,20,30,3,Lunes,Sin accidente en esta zona,Accidente en camino rural,Volcadura,1,0,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241660,Municipal,Yucatan,Hunucma,1997,3,17,30,27,Domingo,Sin accidente en esta zona,Accidentes en otro camino,Volcadura,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,18,0,1,0,9,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241661,Municipal,Yucatan,Hunucma,1997,3,9,45,13,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241662,Municipal,Yucatan,Hunucma,1997,3,14,45,26,Sábado,Sin accidente en esta zona,Accidente en carretera estatal,Volcadura,1,0,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,18,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
241663,Municipal,Yucatan,Hunucma,1997,5,9,0,11,Domingo,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Hunucma, Yucatan","(21.07563405, -89.9893948556948)"
