,COBERTURA,ID_ENTIDAD,ID_MUNICIPIO,ANIO,MES,ID_HORA,ID_MINUTO,ID_DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,ID_EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,NEMUERTO,NEHERIDO,CLASACC,ESTATUS,CITY_STATE,Lat_Lon
246,Municipal,Yucatan,Merida,2017,1,4,25,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Volcadura,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
250,Municipal,Yucatan,Merida,2017,1,4,40,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
251,Municipal,Yucatan,Merida,2017,1,16,0,4,Miércoles,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,43,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
252,Municipal,Yucatan,Merida,2017,1,21,50,4,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,67,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
253,Municipal,Yucatan,Merida,2017,1,6,30,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,3,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
254,Municipal,Yucatan,Merida,2017,1,6,20,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,24,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
255,Municipal,Yucatan,Merida,2017,1,18,55,23,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,1,0,0,0,0,0,1,0,0,0,1,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
256,Municipal,Yucatan,Merida,2017,1,15,45,23,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,58,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
257,Municipal,Yucatan,Merida,2017,1,22,50,23,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,43,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
258,Municipal,Yucatan,Merida,2017,1,20,10,23,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,19,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
259,Municipal,Yucatan,Merida,2017,1,3,30,6,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
260,Municipal,Yucatan,Merida,2017,1,7,0,6,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,36,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
261,Municipal,Yucatan,Merida,2017,1,19,0,5,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
262,Municipal,Yucatan,Merida,2017,1,10,10,23,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,62,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
263,Municipal,Yucatan,Merida,2017,1,21,5,5,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,32,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
264,Municipal,Yucatan,Merida,2017,1,9,30,23,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,0,0,0,0,0,2,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,64,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
265,Municipal,Yucatan,Merida,2017,1,7,0,7,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,No,21,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
266,Municipal,Yucatan,Merida,2017,1,7,0,24,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
267,Municipal,Yucatan,Merida,2017,1,13,10,24,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,0,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
268,Municipal,Yucatan,Merida,2017,1,20,45,24,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Sí,No,30,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
269,Municipal,Yucatan,Merida,2017,1,0,30,25,Miércoles,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,Sí,Se ignora,31,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
270,Municipal,Yucatan,Merida,2017,1,7,30,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,24,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
271,Municipal,Yucatan,Merida,2017,1,9,0,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,28,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
272,Municipal,Yucatan,Merida,2017,1,9,10,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
273,Municipal,Yucatan,Merida,2017,1,7,0,2,Lunes,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,33,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
274,Municipal,Yucatan,Merida,2017,1,11,15,7,Sábado,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Mala condición del camino,Pavimentada,Mujer,No,Se ignora,31,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
275,Municipal,Yucatan,Merida,2017,1,13,30,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
276,Municipal,Yucatan,Merida,2017,1,14,20,7,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,1,0,0,0,0,0,1,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,38,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
277,Municipal,Yucatan,Merida,2017,1,11,25,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,37,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
278,Municipal,Yucatan,Merida,2017,1,18,0,7,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,29,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
279,Municipal,Yucatan,Merida,2017,1,9,30,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,21,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
280,Municipal,Yucatan,Merida,2017,1,18,25,7,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,0,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,34,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
281,Municipal,Yucatan,Merida,2017,1,19,10,3,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,31,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
282,Municipal,Yucatan,Merida,2017,1,18,0,3,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
283,Municipal,Yucatan,Merida,2017,1,17,55,6,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,33,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
284,Municipal,Yucatan,Merida,2017,1,8,10,3,Martes,Sin accidente en esta zona,Accidentes en otro camino,Colisión con vehículo automotor0,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,No,25,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
285,Municipal,Yucatan,Merida,2017,1,20,0,6,Viernes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
286,Municipal,Yucatan,Merida,2017,1,13,25,2,Lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),0,0,0,0,0,0,0,0,0,0,0,0,1,Conductor,Pavimentada,Hombre,No,No,34,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
287,Municipal,Yucatan,Merida,2017,1,23,35,25,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,0,0,0,0,0,2,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
288,Municipal,Yucatan,Merida,2017,1,21,40,25,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,0,0,0,0,0,0,1,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,57,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
289,Municipal,Yucatan,Merida,2017,1,17,40,25,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,2,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,34,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
290,Municipal,Yucatan,Merida,2017,1,14,0,25,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
291,Municipal,Yucatan,Merida,2017,1,20,0,7,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor2,1,0,0,0,0,0,0,0,0,0,0,0,1,Conductor,Pavimentada,Hombre,Sí,Se ignora,21,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
292,Municipal,Yucatan,Merida,2017,1,12,50,25,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Sí,59,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
293,Municipal,Yucatan,Merida,2017,1,23,15,7,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,42,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
294,Municipal,Yucatan,Merida,2017,1,9,20,25,Miércoles,Sin accidente en esta zona,Accidentes en otro camino,Colisión con vehículo automotor0,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,No,20,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
295,Municipal,Yucatan,Merida,2017,1,1,20,8,Domingo,Accidente en intersección,Sin accidente en esta zona,Volcadura,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,No,22,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
296,Municipal,Yucatan,Merida,2017,1,21,10,28,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,28,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
297,Municipal,Yucatan,Merida,2017,1,1,30,29,Domingo,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,23,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
298,Municipal,Yucatan,Merida,2017,1,22,50,28,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,29,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
299,Municipal,Yucatan,Merida,2017,1,7,50,29,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Mala condición del camino,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
300,Municipal,Yucatan,Merida,2017,1,7,30,29,Domingo,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Mala condición del camino,Pavimentada,Hombre,No,Se ignora,27,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
301,Municipal,Yucatan,Merida,2017,1,8,40,29,Domingo,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,42,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
302,Municipal,Yucatan,Merida,2017,1,8,30,29,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
303,Municipal,Yucatan,Merida,2017,1,9,30,20,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,66,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
683,Municipal,Yucatan,Merida,2017,1,20,40,19,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
684,Municipal,Yucatan,Merida,2017,1,18,30,19,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Mujer,Sí,No,23,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
685,Municipal,Yucatan,Merida,2017,1,22,5,18,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,37,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
686,Municipal,Yucatan,Merida,2017,1,19,25,28,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,0,0,0,0,0,0,0,0,0,0,2,0,0,Conductor,Pavimentada,Hombre,No,No,64,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
687,Municipal,Yucatan,Merida,2017,1,18,10,20,Viernes,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
688,Municipal,Yucatan,Merida,2017,1,14,15,20,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,1,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,45,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
689,Municipal,Yucatan,Merida,2017,1,7,0,18,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,25,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
690,Municipal,Yucatan,Merida,2017,1,11,35,18,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
691,Municipal,Yucatan,Merida,2017,1,23,0,17,Martes,Accidente en intersección,Sin accidente en esta zona,Volcadura,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Sí,No,24,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
692,Municipal,Yucatan,Merida,2017,1,3,15,18,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,33,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
693,Municipal,Yucatan,Merida,2017,1,8,45,25,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,2,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,41,0,3,0,2,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
694,Municipal,Yucatan,Merida,2017,1,4,25,27,Viernes,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
695,Municipal,Yucatan,Merida,2017,1,17,40,26,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor0,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,32,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
696,Municipal,Yucatan,Merida,2017,1,22,5,26,Jueves,Sin accidente en esta zona,Accidentes en otro camino,Colisión con objeto fijo,0,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
697,Municipal,Yucatan,Merida,2017,1,21,50,3,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,33,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
698,Municipal,Yucatan,Merida,2017,1,13,20,4,Miércoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,Sí,Se ignora,24,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
699,Municipal,Yucatan,Merida,2017,1,22,30,28,Sábado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo Daños,Cifras definitivas,"Merida, Yucatan","(20.9670759, -89.6237402)"
